id,full_name,owner,repo_name,html_url,created_at,updated_at,pushed_at,size,language,forks_count,stargazers_count,watchers_count,has_issues,archived,disabled,fork,num_contributors,sbom_flag,exclusion_reason,num_commits,num_buggy_commits,lifetime_days,num_languages,num_stars,main_language,num_files,num_methods,num_buggy_files,num_buggy_methods,num_bugs
0,apache#incubator-hugegraph-toolchain,apache,incubator-hugegraph-toolchain,https://github.com/apache/incubator-hugegraph-toolchain,2018-08-16T14:29:13Z,2025-05-27T05:33:36Z,2025-05-19T03:06:15Z,116772,Java,100,100,100,True,False,False,False,50,True,,673,488,2924,9,100,Java,939,5673,3395,5433,0
1,apache#commons-dbcp,apache,commons-dbcp,https://github.com/apache/commons-dbcp,2013-07-10T07:00:11Z,2025-05-26T19:55:26Z,2025-05-26T18:23:08Z,31671,Java,247,350,350,False,False,False,False,47,True,,3423,848,8818,1,350,Java,147,4296,287,3707,590
2,apache#plc4x,apache,plc4x,https://github.com/apache/plc4x,2017-12-20T08:00:09Z,2025-06-02T12:54:31Z,2025-06-02T12:54:28Z,1917105,Java,440,1423,1423,True,False,False,False,87,True,,9275,1705,2789,6,1423,Go,10485,169277,6851,27511,351
3,apache#incubator-resilientdb,apache,incubator-resilientdb,https://github.com/apache/incubator-resilientdb,2019-11-22T18:28:12Z,2025-05-29T06:28:31Z,2025-05-14T05:43:21Z,16550,C++,223,149,149,True,False,False,False,21,True,,593,117,1999,5,149,C++,157,10705,293,934,0
4,apache#jclouds,apache,jclouds,https://github.com/apache/jclouds,2014-01-07T08:00:06Z,2025-05-21T23:36:47Z,2025-04-28T08:12:41Z,401367,Java,142,210,210,False,False,False,False,226,True,,10916,2338,5860,2,210,Java,5879,75863,12363,38473,1643
5,apache#doris-spark-connector,apache,doris-spark-connector,https://github.com/apache/doris-spark-connector,2022-02-10T03:40:38Z,2025-05-29T11:03:45Z,2025-05-29T11:03:41Z,19263,Java,100,91,91,True,False,False,False,52,True,,252,249,2015,3,91,Java,213,1262,521,1262,0
6,apache#apisix-ingress-controller,apache,apisix-ingress-controller,https://github.com/apache/apisix-ingress-controller,2019-11-13T13:41:00Z,2025-06-02T09:13:53Z,2025-05-21T08:59:32Z,57062,Go,354,1065,1065,True,False,False,False,131,True,,974,914,1924,1,1065,Go,367,1317,1130,1288,0
7,apache#commons-daemon,apache,commons-daemon,https://github.com/apache/commons-daemon,2013-07-12T07:00:18Z,2025-05-23T16:25:15Z,2025-05-23T16:25:11Z,14940,C,71,98,98,False,False,False,False,26,True,,1838,495,7931,3,98,C,47,677,244,567,471
8,apache#ignite-3,apache,ignite-3,https://github.com/apache/ignite-3,2020-11-23T16:39:36Z,2025-06-02T13:36:02Z,2025-06-02T13:35:58Z,749634,Java,114,230,230,False,False,False,False,68,True,,5336,5299,1655,8,230,Java,7506,74044,14782,74044,0
9,apache#iceberg,apache,iceberg,https://github.com/apache/iceberg,2018-11-19T16:26:46Z,2025-06-02T12:55:33Z,2025-06-02T12:55:29Z,742101,Java,2581,7514,7514,True,False,False,False,406,True,,7048,6717,2731,6,7514,Java,4802,39774,17821,39559,0
10,apache#drill,apache,drill,https://github.com/apache/drill,2012-09-05T07:00:26Z,2025-05-28T22:54:56Z,2025-05-28T23:31:21Z,678195,Java,982,1974,1974,True,False,False,False,161,True,,4536,3959,4644,6,1974,Java,4807,74756,9807,73402,8482
11,apache#fury,apache,fury,https://github.com/apache/fury,2023-04-28T03:57:00Z,2025-06-02T07:50:25Z,2025-06-02T07:50:21Z,116036,Java,277,3295,3295,True,False,False,False,82,True,,1212,1203,769,10,3295,Java,990,9367,3179,9367,0
12,apache#arrow-julia,apache,arrow-julia,https://github.com/apache/arrow-julia,2020-08-28T12:54:32Z,2025-05-10T03:41:43Z,2025-05-10T03:44:26Z,8546,Julia,64,291,291,True,False,False,False,43,True,,398,239,2669,3,291,Julia,38,0,90,0,0
13,apache#incubator-kie-optaplanner,apache,incubator-kie-optaplanner,https://github.com/apache/incubator-kie-optaplanner,2011-02-15T19:38:23Z,2025-05-31T11:20:19Z,2025-06-01T06:08:30Z,225691,Java,957,3383,3383,False,False,False,False,132,True,,9030,2503,7113,3,3383,Java,2874,39064,15321,33267,0
14,apache#commons-crypto,apache,commons-crypto,https://github.com/apache/commons-crypto,2016-04-13T07:00:07Z,2025-05-30T13:57:02Z,2025-05-30T13:57:57Z,7962,Java,95,122,122,False,False,False,False,26,True,,1941,602,3724,2,122,Java,107,1665,307,971,170
15,apache#flink-cdc,apache,flink-cdc,https://github.com/apache/flink-cdc,2020-07-27T19:23:33Z,2025-06-02T02:16:36Z,2025-05-30T09:25:54Z,201401,Java,2012,6077,6077,True,False,False,False,159,True,,1340,1003,1787,6,6077,Java,1430,12290,4115,11554,0
16,apache#commons-rng,apache,commons-rng,https://github.com/apache/commons-rng,2016-08-13T07:00:06Z,2025-05-30T11:45:14Z,2025-05-30T11:45:11Z,49614,Java,40,55,55,False,False,False,False,14,True,,1895,423,3224,2,55,Java,425,4776,713,4233,186
17,apache#uniffle,apache,uniffle,https://github.com/apache/uniffle,2022-06-17T01:47:53Z,2025-05-31T02:51:45Z,2025-05-27T08:47:38Z,127336,Java,156,416,416,True,False,False,False,73,True,,1360,1349,1306,6,416,Java,1072,8174,1940,8134,0
18,apache#cayenne,apache,cayenne,https://github.com/apache/cayenne,2009-05-21T01:05:37Z,2025-05-24T05:47:47Z,2025-05-05T18:41:50Z,282186,Java,138,328,328,False,False,False,False,44,True,,7410,4097,6658,2,328,Java,3967,41275,21136,36125,2880
19,apache#ozhera,apache,ozhera,https://github.com/apache/ozhera,2023-09-08T09:43:53Z,2025-05-19T06:49:04Z,2025-05-19T06:49:00Z,75117,Java,36,91,91,True,False,False,False,20,True,,473,353,622,2,91,Java,919,16625,8163,7256,0
20,apache#jmeter,apache,jmeter,https://github.com/apache/jmeter,2010-05-26T23:38:07Z,2025-06-02T08:42:49Z,2025-04-23T13:00:47Z,178881,Java,2181,8813,8813,True,False,False,False,79,True,,18303,911,9729,4,8813,Java,1683,23210,2476,11732,829
21,apache#dubbo-python,apache,dubbo-python,https://github.com/apache/dubbo-python,2015-04-09T13:45:23Z,2025-05-16T22:42:00Z,2025-04-08T10:31:17Z,5635,Python,97,282,282,False,False,False,False,5,True,,15,14,332,1,282,Python,119,367,275,367,0
22,apache#commons-net,apache,commons-net,https://github.com/apache/commons-net,2012-12-11T08:00:16Z,2025-05-26T02:34:41Z,2025-05-22T14:25:17Z,27080,Java,197,273,273,False,False,False,False,36,True,,3962,753,8465,1,273,Java,314,3005,285,1898,726
23,apache#struts-examples,apache,struts-examples,https://github.com/apache/struts-examples,2014-03-11T07:00:06Z,2025-05-28T09:00:19Z,2025-06-02T00:50:10Z,150716,Java,557,433,433,False,False,False,False,19,True,,1594,545,6947,2,433,JavaScript,974,1889,721,508,0
24,apache#cloudstack,apache,cloudstack,https://github.com/apache/cloudstack,2013-04-29T22:27:12Z,2025-06-02T12:01:10Z,2025-05-31T12:06:03Z,1309121,Java,1178,2380,2380,True,False,False,False,221,True,,37743,14869,5411,8,2380,Java,8522,131932,24900,99668,61
25,apache#thrift,apache,thrift,https://github.com/apache/thrift,2009-09-18T08:00:17Z,2025-06-02T04:19:52Z,2025-06-01T06:58:09Z,271183,C++,4056,10692,10692,False,False,False,False,325,True,,7205,4519,6951,24,10692,C++,1613,16641,4434,15028,5869
26,apache#sedona,apache,sedona,https://github.com/apache/sedona,2015-04-24T18:01:29Z,2025-05-31T20:34:32Z,2025-06-02T11:02:09Z,151773,Java,711,2064,2064,True,False,False,False,126,True,,2047,1293,3695,7,2064,Java,985,11186,6398,10618,738
27,apache#solr,apache,solr,https://github.com/apache/solr,2021-02-23T00:12:42Z,2025-06-02T04:53:15Z,2025-06-02T04:53:11Z,735098,Java,724,1396,1396,False,False,False,False,318,True,,38093,26361,8668,6,1396,Java,4534,145585,47199,141623,17607
28,apache#mina,apache,mina,https://github.com/apache/mina,2009-05-21T01:13:51Z,2025-05-31T02:00:50Z,2025-03-03T22:20:44Z,23633,Java,430,912,912,False,False,False,False,17,True,,2411,465,6489,1,912,Java,319,10192,1090,6869,350
29,apache#dubbo-go-hessian2,apache,dubbo-go-hessian2,https://github.com/apache/dubbo-go-hessian2,2018-12-12T06:22:58Z,2025-05-07T11:29:25Z,2025-04-16T22:28:15Z,12451,Go,116,215,215,True,False,False,False,40,True,,826,214,2244,2,215,Go,205,1098,167,553,0
30,apache#helix,apache,helix,https://github.com/apache/helix,2014-01-13T08:00:06Z,2025-05-21T16:16:40Z,2025-05-21T16:16:35Z,205668,Java,234,481,481,True,False,False,False,61,True,,4761,1631,5082,4,481,Java,1715,20711,3135,14341,863
31,apache#openwhisk-runtime-nodejs,apache,openwhisk-runtime-nodejs,https://github.com/apache/openwhisk-runtime-nodejs,2017-09-29T22:45:07Z,2025-05-12T18:40:28Z,2024-12-14T21:28:19Z,1741,JavaScript,72,63,63,True,False,False,False,48,True,,938,295,3220,2,63,Scala,15,823,456,440,0
32,apache#camel,apache,camel,https://github.com/apache/camel,2009-05-21T00:25:36Z,2025-06-02T14:06:58Z,2025-06-02T14:14:26Z,1849586,Java,5033,5849,5849,False,False,False,False,328,True,,75548,40393,6653,6,5849,Java,23126,248684,87985,242262,22091
33,apache#paimon,apache,paimon,https://github.com/apache/paimon,2022-01-12T03:13:15Z,2025-06-01T19:32:03Z,2025-05-30T11:05:53Z,394706,Java,1083,2814,2814,True,False,False,False,244,True,,4314,3610,1241,4,2814,Java,3551,32105,7680,31933,0
34,apache#freemarker,apache,freemarker,https://github.com/apache/freemarker,2015-09-04T07:00:05Z,2025-06-01T19:52:54Z,2025-03-11T10:58:36Z,97894,Java,270,1029,1029,False,False,False,False,39,True,,2542,150,5475,2,1029,Java,928,10915,278,3564,232
35,apache#camel-spring-boot-examples,apache,camel-spring-boot-examples,https://github.com/apache/camel-spring-boot-examples,2020-05-14T06:31:29Z,2025-05-31T13:40:52Z,2025-05-31T13:40:48Z,7566,Java,350,330,330,False,False,False,False,41,True,,386,155,1839,3,330,Java,314,653,1789,417,0
36,apache#maven-wrapper,apache,maven-wrapper,https://github.com/apache/maven-wrapper,2021-12-05T10:36:02Z,2025-05-31T04:34:16Z,2025-05-30T06:43:08Z,2601,Java,54,215,215,True,False,False,False,64,True,,439,148,4469,2,215,Java,48,214,160,214,0
37,apache#pulsar-manager,apache,pulsar-manager,https://github.com/apache/pulsar-manager,2018-10-31T18:09:47Z,2025-05-26T03:58:59Z,2025-01-12T14:40:43Z,14212,Vue,248,533,533,True,False,False,False,58,True,,259,239,2018,3,533,Java,204,1381,1233,1315,0
38,apache#qpid-proton,apache,qpid-proton,https://github.com/apache/qpid-proton,2014-11-07T08:00:07Z,2025-05-22T13:04:40Z,2025-05-22T13:04:36Z,88125,C++,214,231,231,False,False,False,False,51,True,,4760,3281,4810,6,231,C,439,16813,8875,15883,0
39,apache#jackrabbit,apache,jackrabbit,https://github.com/apache/jackrabbit,2009-05-21T01:43:24Z,2025-05-23T06:32:18Z,2025-05-29T22:38:09Z,333238,Java,224,348,348,False,False,False,False,29,True,,9362,6226,7556,3,348,Java,2985,38347,13957,35661,56
40,apache#cassandra-gocql-driver,apache,cassandra-gocql-driver,https://github.com/apache/cassandra-gocql-driver,2012-08-26T15:42:42Z,2025-06-01T17:35:40Z,2025-05-30T15:02:36Z,27837,Go,634,2627,2627,True,False,False,False,175,True,,2178,856,4659,1,2627,Go,96,1151,119,929,0
41,apache#pekko,apache,pekko,https://github.com/apache/pekko,2022-10-31T08:40:39Z,2025-06-02T11:40:57Z,2025-06-02T11:13:51Z,525947,Scala,172,1368,1368,True,False,False,False,308,True,,20500,13819,5268,5,1368,Scala,3184,31580,16735,28007,0
42,apache#datafusion-sqlparser-rs,apache,datafusion-sqlparser-rs,https://github.com/apache/datafusion-sqlparser-rs,2018-02-06T23:58:43Z,2025-06-02T11:50:43Z,2025-05-30T07:16:36Z,80866,Rust,612,3080,3080,True,False,False,False,261,True,,1638,1134,2676,3,3080,Rust,82,2110,137,1998,0
43,apache#ctakes,apache,ctakes,https://github.com/apache/ctakes,2022-11-29T13:43:35Z,2025-05-29T17:07:43Z,2025-04-01T14:37:11Z,192681,Java,13,78,78,True,False,False,False,4,True,,167,13,853,6,78,Java,1965,9390,765,3729,566
44,apache#maven-archetype,apache,maven-archetype,https://github.com/apache/maven-archetype,2009-05-21T08:40:29Z,2025-05-24T04:26:11Z,2025-05-27T21:06:05Z,12923,Java,169,144,144,True,False,False,False,54,True,,1394,343,7142,3,144,Java,202,1458,833,1203,0
45,apache#gobblin,apache,gobblin,https://github.com/apache/gobblin,2014-12-01T18:10:50Z,2025-05-21T09:31:37Z,2025-05-21T09:31:33Z,287141,Java,750,2237,2237,False,False,False,False,115,True,,6491,3527,4123,6,2237,Java,3635,23122,6130,19097,2206
46,apache#commons-configuration,apache,commons-configuration,https://github.com/apache/commons-configuration,2013-02-26T08:00:12Z,2025-05-30T17:04:12Z,2025-05-30T17:04:11Z,51927,Java,142,208,208,False,False,False,False,50,True,,4500,1115,7829,1,208,Java,474,11598,911,9195,847
47,apache#otava,apache,otava,https://github.com/apache/otava,2021-08-24T20:04:22Z,2025-05-25T00:31:54Z,2025-05-29T05:01:29Z,4385,Python,15,64,64,True,False,False,False,12,True,,219,85,1663,3,64,Python,30,324,110,306,3
48,apache#samza,apache,samza,https://github.com/apache/samza,2015-03-14T07:00:05Z,2025-05-27T16:32:17Z,2025-05-02T22:22:30Z,155680,Java,337,826,826,False,False,False,False,131,True,,2610,2106,4281,4,826,Java,1849,13878,3464,13764,2803
49,apache#arrow-cookbook,apache,arrow-cookbook,https://github.com/apache/arrow-cookbook,2021-07-13T12:31:51Z,2025-05-14T18:41:12Z,2025-05-07T18:56:45Z,1193,C++,47,103,103,True,False,False,False,31,True,,190,180,1392,5,103,C++,16,58,132,58,0
50,apache#commons-collections,apache,commons-collections,https://github.com/apache/commons-collections,2009-05-21T01:12:20Z,2025-05-23T06:12:20Z,2025-05-21T11:57:37Z,72566,Java,489,708,708,False,False,False,False,78,True,,4884,964,8818,1,708,Java,659,19669,1997,11632,817
51,apache#cordova-plugin-file-transfer,apache,cordova-plugin-file-transfer,https://github.com/apache/cordova-plugin-file-transfer,2013-06-22T07:00:16Z,2025-05-07T03:35:06Z,2025-04-24T11:39:59Z,2876,JavaScript,888,600,600,True,False,False,False,76,True,,539,352,4404,2,600,JavaScript,9,539,73,241,0
52,apache#apisix,apache,apisix,https://github.com/apache/apisix,2019-04-10T02:02:05Z,2025-06-01T18:04:52Z,2025-06-01T06:28:42Z,54532,Lua,2600,15177,15177,True,False,False,False,413,True,,4473,4153,2249,9,15177,Lua,365,1780,2360,1766,38
53,apache#pulsar-client-go,apache,pulsar-client-go,https://github.com/apache/pulsar-client-go,2019-05-06T22:08:46Z,2025-05-30T14:51:41Z,2025-05-29T07:30:37Z,51149,Go,353,698,698,True,False,False,False,143,True,,959,859,2262,1,698,Go,290,2032,640,2022,0
54,apache#datasketches-website,apache,datasketches-website,https://github.com/apache/datasketches-website,2015-06-18T22:03:27Z,2025-05-09T17:01:20Z,2025-05-31T04:02:08Z,931,HTML,38,102,102,True,False,False,False,25,True,,1441,223,3610,2,102,Java,18,1288,5,0,0
55,apache#griffin,apache,griffin,https://github.com/apache/griffin,2017-02-15T08:00:06Z,2025-05-22T09:13:28Z,2025-01-16T02:09:27Z,27980,Scala,589,1162,1162,False,False,False,False,49,True,,651,539,2687,6,1162,Java,405,7615,3650,7574,380
56,apache#commons-statistics,apache,commons-statistics,https://github.com/apache/commons-statistics,2018-01-03T08:00:08Z,2025-05-30T12:10:29Z,2025-05-30T12:11:17Z,41772,Java,28,57,57,False,False,False,False,12,True,,983,137,2711,1,57,Java,338,4199,544,3795,78
57,apache#camel-k-runtime,apache,camel-k-runtime,https://github.com/apache/camel-k-runtime,2019-02-20T09:33:17Z,2025-05-24T19:38:04Z,2025-04-24T19:31:55Z,6536,Java,53,65,65,True,False,False,False,28,True,,2123,330,2387,4,65,Java,160,2695,2327,2089,0
58,apache#openwhisk-runtime-python,apache,openwhisk-runtime-python,https://github.com/apache/openwhisk-runtime-python,2017-10-04T19:52:21Z,2025-02-19T14:07:36Z,2025-01-13T17:45:57Z,649,Scala,70,52,52,True,False,False,False,51,True,,885,244,3142,2,52,Scala,11,876,391,406,0
59,apache#incubator-kie-tools,apache,incubator-kie-tools,https://github.com/apache/incubator-kie-tools,2019-07-05T18:41:47Z,2025-05-30T23:43:04Z,2025-06-02T14:20:19Z,1395138,Java,217,268,268,True,False,False,False,216,True,,23475,11637,5965,10,268,Java,18395,227837,87039,187736,0
60,apache#tvm,apache,tvm,https://github.com/apache/tvm,2016-10-12T22:20:28Z,2025-06-02T12:57:02Z,2025-06-02T12:08:06Z,541016,Python,3592,12335,12335,True,False,False,False,369,True,,13043,12753,3270,9,12335,Python,2383,64766,10521,64417,0
61,apache#incubator-gluten,apache,incubator-gluten,https://github.com/apache/incubator-gluten,2021-12-06T05:46:27Z,2025-06-01T09:18:31Z,2025-05-31T14:55:41Z,307672,Scala,498,1360,1360,True,False,False,False,162,True,,5108,4958,1278,8,1360,Scala,2972,15756,10406,15571,3
62,apache#dubbo,apache,dubbo,https://github.com/apache/dubbo,2012-06-19T07:56:02Z,2025-06-02T13:42:52Z,2025-06-02T08:23:28Z,301454,Java,26517,41021,41021,True,False,False,False,400,True,,8467,5976,4976,2,41021,Java,3951,39946,11749,38507,142
63,apache#olingo-odata4,apache,olingo-odata4,https://github.com/apache/olingo-odata4,2014-04-16T07:00:08Z,2025-05-20T15:23:34Z,2025-03-13T22:00:41Z,190384,Java,194,171,171,False,False,False,False,31,True,,1948,1642,4227,2,171,Java,1866,19988,10029,19811,1639
64,apache#streams,apache,streams,https://github.com/apache/streams,2014-03-18T07:00:06Z,2025-04-24T04:56:20Z,2025-04-24T16:40:39Z,45155,Java,45,77,77,True,False,False,False,16,True,,1819,964,4078,2,77,Java,584,5107,3160,4590,683
65,apache#cordova-plugin-screen-orientation,apache,cordova-plugin-screen-orientation,https://github.com/apache/cordova-plugin-screen-orientation,2016-06-02T07:00:06Z,2025-05-27T11:26:47Z,2025-05-27T11:06:16Z,280,JavaScript,230,217,217,True,False,False,False,26,True,,220,102,3825,2,217,JavaScript,4,53,35,29,0
66,apache#tomcat-jakartaee-migration,apache,tomcat-jakartaee-migration,https://github.com/apache/tomcat-jakartaee-migration,2020-01-13T12:37:17Z,2025-05-18T00:52:50Z,2025-04-14T05:45:24Z,1861,Java,60,161,161,True,False,False,False,17,True,,316,20,1917,1,161,Java,32,195,20,88,0
67,apache#kyuubi,apache,kyuubi,https://github.com/apache/kyuubi,2017-12-18T09:05:10Z,2025-05-31T23:56:52Z,2025-05-29T05:27:48Z,183936,Scala,941,2187,2187,True,False,False,False,209,True,,3500,3490,1516,6,2187,Scala,1997,8825,4680,6574,0
68,apache#geode,apache,geode,https://github.com/apache/geode,2015-04-30T07:00:05Z,2025-05-18T02:47:35Z,2025-05-09T03:39:04Z,1409637,Java,681,2298,2298,False,False,False,False,125,True,,11263,10323,5271,8,2298,Java,8663,170639,38225,163648,10438
69,apache#karaf,apache,karaf,https://github.com/apache/karaf,2010-08-12T03:32:41Z,2025-05-31T08:22:20Z,2025-04-26T19:37:50Z,129773,Java,663,687,687,False,False,False,False,162,True,,9698,7640,6361,3,687,Java,1633,13666,6752,13239,7764
70,apache#rocketmq-dashboard,apache,rocketmq-dashboard,https://github.com/apache/rocketmq-dashboard,2021-08-09T11:30:56Z,2025-06-02T06:34:59Z,2025-04-15T01:49:34Z,170434,Java,582,1206,1206,True,False,False,False,40,True,,194,119,2951,2,1206,JavaScript,987,2998,1009,1700,0
71,apache#ambari-metrics,apache,ambari-metrics,https://github.com/apache/ambari-metrics,2018-09-25T18:12:23Z,2025-05-13T00:47:30Z,2025-05-13T00:47:26Z,49093,Java,80,50,50,False,False,False,False,43,True,,712,672,3815,7,50,Java,332,3370,1072,3366,0
72,apache#apisix-java-plugin-runner,apache,apisix-java-plugin-runner,https://github.com/apache/apisix-java-plugin-runner,2021-05-13T05:42:58Z,2025-04-29T09:50:22Z,2025-04-12T10:20:10Z,3451,Java,101,142,142,True,False,False,False,23,True,,99,98,1414,2,142,Java,50,368,161,368,0
73,apache#brpc,apache,brpc,https://github.com/apache/brpc,2017-09-04T09:28:47Z,2025-06-01T14:42:34Z,2025-06-01T13:10:34Z,158066,C++,4025,17107,17107,True,False,False,False,204,True,,3384,917,2874,5,17107,C++,588,14503,698,5823,0
74,apache#rocketmq,apache,rocketmq,https://github.com/apache/rocketmq,2016-11-30T08:00:08Z,2025-06-02T13:10:09Z,2025-05-30T06:09:26Z,245209,Java,11865,21811,21811,True,False,False,False,332,True,,8831,5070,4404,3,21811,Java,2093,27937,5062,25923,384
75,apache#maven-assembly-plugin,apache,maven-assembly-plugin,https://github.com/apache/maven-assembly-plugin,2017-12-09T15:04:05Z,2025-05-05T19:43:14Z,2025-05-05T19:43:12Z,16297,Java,71,99,99,True,False,False,False,38,True,,1374,597,7334,2,99,Java,351,2500,2344,2390,0
76,apache#hbase-connectors,apache,hbase-connectors,https://github.com/apache/hbase-connectors,2018-07-31T23:08:26Z,2025-06-02T01:27:16Z,2025-05-28T08:14:12Z,11852,Scala,180,242,242,False,False,False,False,34,True,,140,125,2492,3,242,Scala,81,302,149,302,0
77,apache#incubator-devlake,apache,incubator-devlake,https://github.com/apache/incubator-devlake,2021-07-08T12:06:09Z,2025-06-02T12:21:46Z,2025-05-30T06:14:19Z,150967,Go,582,2744,2744,True,False,False,False,127,True,,5544,3503,1379,5,2744,Go,2567,4071,7483,3753,0
78,apache#poi,apache,poi,https://github.com/apache/poi,2009-05-21T01:15:15Z,2025-05-30T15:12:22Z,2025-05-30T15:12:18Z,432136,Java,785,2024,2024,False,False,False,False,14,True,,7400,742,3805,6,2024,Java,3743,63410,4354,31331,1330
79,apache#xerces-c,apache,xerces-c,https://github.com/apache/xerces-c,2020-01-10T10:00:34Z,2025-06-02T04:40:03Z,2025-03-06T13:25:29Z,130322,C++,93,144,144,False,False,False,False,9,True,,6481,468,9113,5,144,C++,416,18114,1310,12768,0
80,apache#xmlgraphics-fop,apache,xmlgraphics-fop,https://github.com/apache/xmlgraphics-fop,2009-05-21T00:26:43Z,2025-06-01T22:47:17Z,2025-05-23T12:48:08Z,223463,Java,147,201,201,False,False,False,False,7,True,,8603,1043,9347,3,201,Java,2085,30682,3954,20530,0
81,apache#cloudstack-cloudmonkey,apache,cloudstack-cloudmonkey,https://github.com/apache/cloudstack-cloudmonkey,2013-10-17T07:00:46Z,2025-05-18T15:22:32Z,2025-04-03T13:26:33Z,344392,Go,68,104,104,True,False,False,False,27,True,,453,87,4529,3,104,Go,436,2752,639,2371,0
82,apache#commons-bcel,apache,commons-bcel,https://github.com/apache/commons-bcel,2013-07-13T07:00:12Z,2025-05-30T20:51:20Z,2025-05-30T20:51:20Z,46574,Java,129,257,257,False,False,False,False,38,True,,3128,681,8614,1,257,Java,649,5922,1153,4867,400
83,apache#skywalking-rover,apache,skywalking-rover,https://github.com/apache/skywalking-rover,2022-02-18T01:34:32Z,2025-05-28T11:50:27Z,2025-05-22T03:23:04Z,23922,Go,47,220,220,False,False,False,False,11,True,,174,173,1203,7,220,Go,246,1189,954,1189,0
84,apache#zookeeper,apache,zookeeper,https://github.com/apache/zookeeper,2009-03-27T15:41:56Z,2025-06-02T13:14:34Z,2025-05-22T23:40:10Z,163657,Java,7284,12498,12498,False,False,False,False,235,True,,2627,2410,6423,6,12498,Java,1060,15192,4794,15089,4740
85,apache#incubator-hugegraph-ai,apache,incubator-hugegraph-ai,https://github.com/apache/incubator-hugegraph-ai,2023-10-08T12:03:07Z,2025-05-30T08:01:46Z,2025-05-27T11:58:47Z,16174,Python,45,82,82,True,False,False,False,29,True,,166,155,605,1,82,Python,230,825,368,825,0
86,apache#royale-compiler,apache,royale-compiler,https://github.com/apache/royale-compiler,2012-08-30T07:00:20Z,2025-05-16T22:48:34Z,2025-05-16T22:48:30Z,370057,Java,51,101,101,True,False,False,False,27,True,,4961,374,4656,4,101,Java,3119,38797,5447,18980,0
87,apache#datafusion-python,apache,datafusion-python,https://github.com/apache/datafusion-python,2022-07-20T11:19:28Z,2025-06-01T20:20:35Z,2025-05-28T18:39:30Z,25588,Python,113,457,457,True,False,False,False,48,True,,444,440,1042,3,457,Python,210,1099,430,1098,0
88,apache#maven-clean-plugin,apache,maven-clean-plugin,https://github.com/apache/maven-clean-plugin,2017-12-09T15:05:25Z,2025-05-21T07:09:58Z,2025-05-28T20:49:02Z,1131,Java,55,79,79,True,False,False,False,31,True,,441,130,7700,2,79,Java,11,110,146,107,0
89,apache#dolphinscheduler-sdk-python,apache,dolphinscheduler-sdk-python,https://github.com/apache/dolphinscheduler-sdk-python,2022-11-07T10:27:11Z,2025-04-27T08:44:50Z,2025-04-27T08:44:45Z,11490,Python,21,56,56,True,False,False,False,7,True,,90,89,901,2,56,Python,161,496,278,496,0
90,apache#commons-email,apache,commons-email,https://github.com/apache/commons-email,2013-07-11T07:00:16Z,2025-05-30T20:52:26Z,2025-05-30T20:52:26Z,10069,Java,120,166,166,False,False,False,False,28,True,,1844,447,7491,1,166,Java,113,675,162,498,204
91,apache#doris-flink-connector,apache,doris-flink-connector,https://github.com/apache/doris-flink-connector,2022-02-11T14:48:32Z,2025-05-21T11:01:14Z,2025-05-12T07:02:04Z,36586,Java,244,347,347,True,False,False,False,60,True,,382,377,1480,2,347,Java,333,2188,483,2188,0
92,apache#cordova-docs,apache,cordova-docs,https://github.com/apache/cordova-docs,2012-11-28T08:00:26Z,2025-04-30T05:24:09Z,2025-04-30T05:26:15Z,2936,JavaScript,558,352,352,True,False,False,False,214,True,,3455,1842,5776,2,352,JavaScript,20,584,24486,291,0
93,apache#activemq-artemis,apache,activemq-artemis,https://github.com/apache/activemq-artemis,2015-05-22T07:00:05Z,2025-06-01T09:43:53Z,2025-06-02T02:18:34Z,658505,Java,932,968,968,False,False,False,False,240,True,,11544,9178,3872,2,968,Java,4716,66023,20442,65833,0
94,apache#streampipes,apache,streampipes,https://github.com/apache/streampipes,2018-04-22T20:06:55Z,2025-05-31T21:56:06Z,2025-06-01T00:38:09Z,160124,Java,199,651,651,True,False,False,False,68,True,,11315,3775,3972,7,651,Java,3144,31868,15541,20992,640
95,apache#xmlgraphics-batik,apache,xmlgraphics-batik,https://github.com/apache/xmlgraphics-batik,2009-05-21T02:32:14Z,2025-05-29T02:30:58Z,2025-04-24T09:47:47Z,194180,Java,147,229,229,False,False,False,False,6,True,,3589,194,8971,2,229,Java,1677,20895,1202,8146,0
96,apache#incubator-wayang,apache,incubator-wayang,https://github.com/apache/incubator-wayang,2020-12-16T12:51:54Z,2025-06-01T17:07:53Z,2025-05-30T07:31:53Z,81817,Java,97,222,222,True,False,False,False,41,True,,2606,463,3934,6,222,Java,1235,9099,1338,1931,52
97,apache#systemds,apache,systemds,https://github.com/apache/systemds,2015-11-10T08:00:06Z,2025-05-28T09:35:44Z,2025-05-28T09:35:40Z,656392,Java,495,1046,1046,False,False,False,False,179,True,,8959,4241,4894,8,1046,Java,6855,63758,18812,53568,3741
98,apache#directory-kerby,apache,directory-kerby,https://github.com/apache/directory-kerby,2015-03-17T07:00:05Z,2025-05-28T12:28:14Z,2025-06-02T12:41:30Z,55471,Java,75,111,111,False,False,False,False,21,True,,2589,881,4113,1,111,Java,951,18764,2411,7081,0
99,apache#metron,apache,metron,https://github.com/apache/metron,2015-12-08T08:00:05Z,2025-05-20T09:19:31Z,2025-05-28T17:48:26Z,164511,Java,508,858,858,False,False,False,False,60,True,,1453,1368,1627,9,858,Java,1867,17362,6470,15637,2349
